Class,Image,Systematics,Otolith_type,Otolith_side,Description,Sampling_location,Depth ,Vernacular name,Habitat
Amphiprion clarki,L_AC_sp3_Image012.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image013.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image014.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image015.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image016.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image017.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image018.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image019.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,L_AC_sp3_Image020.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,left,"Type: Sagittal. Side: Left otolith. Shape: fusiform, entire to sinuate dorsal and entire to sinuate ventral margins. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Round.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image001.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image002.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image003.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image004.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image005.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image006.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image007.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image008.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image009.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image010.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image011.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image012.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Amphiprion clarki,R_AC_sp1_Image013.tif,"Kingdom: Animalia, Phylum: Chordata, Class: Actinopterygii, Order: Perciformes, Family: Pomacentridae, Subfamily: Amphiprioninae, Genus: Amphiprion, Species: Amphiprion clarkii (Bennett, 1830)",Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: fusiform, irregular dorsal margin, entire to sinuate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly developed, Excisura and Notch absent. Posterior region: Oblique.",captivity,,Clark’s anemonefish,shallow marine
Grouper,L_G_Image001.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Image002.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Image003.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Image004.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Image005.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Image006.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Image007.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Multi Focus Image - 1.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Multi Focus Image - 7.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z12.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z13.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z14.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z14_90.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z15.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z15_90.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z16.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z16_90.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z17.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z17_90.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z18.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z18_90.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z19.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,L_G_Series001--Z19_90.tif,,Sagittal,left,"Type: Sagittal, Side: Left otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: blunt, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: Round to Oblique",,,,shallow marine
Grouper,R_G_Image001.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Image002.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Image003.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Image004.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Multi Focus Image - 1.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Multi Focus Image - 10.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Series001--Z00.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Series001--Z01.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Series001--Z02.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Series001--Z03.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Series001--Z04.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
Grouper,R_G_Series001--Z15_90.tif,,Sagittal,right,"Type: Sagittal, Side: Right otolith. Shape: Oval, entire to sinuate dorsal margin and crenate ventral margin. Sulcus acusticus: heterosulcoid, ostial, median. Ostium: funnel-like, shorter than cauda. Cauda: tubular, strongly curved. Anterior region: angled, Rostrum and antirostrum poorly defined. Excisura and Notch absent. Posterior region: angled",,,,shallow marine
