path,source,true_label,assign_class,maha_min,pca_residual,knn_mean
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(19).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,41.436142,2.0230887,10.341592491865159
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(2).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,80.83861,2.5995479,13.461786913053643
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(20).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,40.137672,2.0581298,10.266414100642107
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(21).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,37.03703,1.9725604,10.024444316181441
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(22).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,37.8641,1.9637707,10.084595133814116
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(23).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,37.490887,1.9586738,10.049562069551596
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(24).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,40.266434,2.0794892,10.199697560445914
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(3).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,34.499447,1.6829747,9.932925523075362
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(4).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,41.50825,2.1746268,10.371539959907532
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(5).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,33.724377,1.7786453,9.882705366129779
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(6).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,37.646767,1.5929581,10.19157837227275
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(7).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,32.73432,1.5593247,9.855645672438408
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(8).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,40.102386,1.8382608,10.289829303381707
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(9).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,35.240498,1.839775,9.939988301548262
/home/reshma/Otolith/otolith_Final/model_data/test/Choridactylus multibarbus/ChM C 2.0X DORSAL1.tif,Test,Choridactylus multibarbus,Choridactylus multibarbus,41.19353,1.2010363,70.01789379358291
/home/reshma/Otolith/otolith_Final/model_data/test/Choridactylus multibarbus/ChM C 2.0X DORSAL2.tif,Test,Choridactylus multibarbus,Choridactylus multibarbus,41.193512,1.3337984,70.11509070471217
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (1).tif,Test,Coryphaenoides sp,Coryphaenoides sp,31.284056,1.2702775,12.059514352793597
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (10).tif,Test,Coryphaenoides sp,Coryphaenoides sp,33.190636,1.3597412,11.715689327272674
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (11).tif,Test,Coryphaenoides sp,Coryphaenoides sp,32.492893,1.4034765,11.735402072223922
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (12).tif,Test,Coryphaenoides sp,Coryphaenoides sp,34.339184,1.4571095,11.636047289726998
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (13).tif,Test,Coryphaenoides sp,Coryphaenoides sp,32.4447,1.4144629,11.632591231579683
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (14).tif,Test,Coryphaenoides sp,Coryphaenoides sp,33.05552,1.4674195,11.653634426251426
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (15).tif,Test,Coryphaenoides sp,Coryphaenoides sp,36.63294,1.588176,11.826721454022195
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (16).tif,Test,Coryphaenoides sp,Coryphaenoides sp,60.14946,1.8660411,12.566701064109802
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (17).tif,Test,Coryphaenoides sp,Coryphaenoides sp,43.324814,1.4865265,12.458694107532502
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (18).tif,Test,Coryphaenoides sp,Coryphaenoides sp,42.61313,1.5134329,12.211941316127778
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (19).tif,Test,Coryphaenoides sp,Coryphaenoides sp,83.59887,3.0834033,13.911780483589821
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (2).tif,Test,Coryphaenoides sp,Coryphaenoides sp,29.538258,1.3070501,11.918745111227036
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (20).tif,Test,Coryphaenoides sp,Coryphaenoides sp,55.265884,2.1049135,12.309547237868212
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (21).tif,Test,Coryphaenoides sp,Coryphaenoides sp,55.712727,2.5003304,13.115022900104522
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (22).tif,Test,Coryphaenoides sp,Coryphaenoides sp,59.658558,2.6103415,13.374096431599312
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (23).tif,Test,Coryphaenoides sp,Coryphaenoides sp,57.39668,2.4959397,13.305279445515328
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (24).tif,Test,Coryphaenoides sp,Coryphaenoides sp,56.704826,2.5644543,13.327197312116622
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (25).tif,Test,Coryphaenoides sp,Coryphaenoides sp,56.4587,2.4844692,13.323680635208987
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (26).tif,Test,Coryphaenoides sp,Coryphaenoides sp,56.356037,2.4498405,13.35786205040043
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (27).tif,Test,Coryphaenoides sp,Coryphaenoides sp,56.765446,2.4770231,13.257226431369782
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (28).tif,Test,Coryphaenoides sp,Coryphaenoides sp,54.319065,2.3906744,13.127656721587083
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (29).tif,Test,Coryphaenoides sp,Coryphaenoides sp,30.852945,1.300992,11.874111916847715
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (3).tif,Test,Coryphaenoides sp,Coryphaenoides sp,29.711372,1.3524258,11.792105780707054
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (4).tif,Test,Coryphaenoides sp,Coryphaenoides sp,30.592329,1.3772621,11.754746533830177
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (5).tif,Test,Coryphaenoides sp,Coryphaenoides sp,29.584688,1.279486,11.820532284842185
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (6).tif,Test,Coryphaenoides sp,Coryphaenoides sp,27.711704,1.3115656,11.726939838939202
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (7).tif,Test,Coryphaenoides sp,Coryphaenoides sp,30.156527,1.3333507,11.736142572164535
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (8).tif,Test,Coryphaenoides sp,Coryphaenoides sp,31.173594,1.3659161,11.71559360133236
/home/reshma/Otolith/otolith_Final/model_data/test/Coryphaenoides sp/Coryphaenoides sp_Sp10_L (9).tif,Test,Coryphaenoides sp,Coryphaenoides sp,33.338123,1.4206196,11.69095923140933
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (1).tif,Test,Cubiceps baxteri,Cubiceps baxteri,32.768,1.6651311,2.955158352370165
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (10).tif,Test,Cubiceps baxteri,Cubiceps baxteri,27.056673,1.2422456,2.568122006173037
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (11).tif,Test,Cubiceps baxteri,Cubiceps baxteri,36.803356,1.6824533,2.9789022103711464
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (12).tif,Test,Cubiceps baxteri,Cubiceps baxteri,32.924484,1.5723144,2.8291234047364218
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (13).tif,Test,Cubiceps baxteri,Cubiceps baxteri,34.106377,1.5988142,2.849680856466293
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (14).tif,Test,Cubiceps baxteri,Cubiceps baxteri,40.286987,1.8894447,3.0352903521060943
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (15).tif,Test,Cubiceps baxteri,Cubiceps baxteri,40.56213,1.9444357,3.0713844151823717
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (16).tif,Test,Cubiceps baxteri,Cubiceps baxteri,39.33763,1.8756864,2.981915243045936
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (17).tif,Test,Cubiceps baxteri,Cubiceps baxteri,40.77096,1.8683937,2.9987451989602074
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (18).tif,Test,Cubiceps baxteri,Cubiceps baxteri,40.81252,1.889724,3.0146391502782204
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (19).tif,Test,Cubiceps baxteri,Cubiceps baxteri,41.254383,1.8717512,3.020627366678367
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (2).tif,Test,Cubiceps baxteri,Cubiceps baxteri,29.750998,1.3817546,2.74049049840992
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (20).tif,Test,Cubiceps baxteri,Cubiceps baxteri,43.971695,2.0778108,3.174900223016739
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (21).tif,Test,Cubiceps baxteri,Cubiceps baxteri,42.54636,1.971296,3.0882039868831637
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (22).tif,Test,Cubiceps baxteri,Cubiceps baxteri,42.228077,1.989898,3.0996595851346354
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (23).tif,Test,Cubiceps baxteri,Cubiceps baxteri,42.68966,1.9776074,3.0917828249931336
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (24).tif,Test,Cubiceps baxteri,Cubiceps baxteri,41.28653,1.8834258,3.0386186301708222
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (25).tif,Test,Cubiceps baxteri,Cubiceps baxteri,43.15896,2.0313854,3.1647338635872826
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (26).tif,Test,Cubiceps baxteri,Cubiceps baxteri,44.219173,1.8865019,3.360153604264162
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (27).tif,Test,Cubiceps baxteri,Cubiceps baxteri,44.870495,1.9646268,3.4586767244338987
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (28).tif,Test,Cubiceps baxteri,Cubiceps baxteri,44.309887,1.8888083,3.3780714797973634
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (29).tif,Test,Cubiceps baxteri,Cubiceps baxteri,45.434242,1.930506,3.4355009984970093
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (3).tif,Test,Cubiceps baxteri,Cubiceps baxteri,31.756893,1.4872993,2.850603485817812
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (30).tif,Test,Cubiceps baxteri,Cubiceps baxteri,43.134922,1.8709109,3.3926847723885873
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (31).tif,Test,Cubiceps baxteri,Cubiceps baxteri,43.16308,1.8764901,3.3901490390300753
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (32).tif,Test,Cubiceps baxteri,Cubiceps baxteri,43.393818,1.847287,3.3818691647052765
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (33).tif,Test,Cubiceps baxteri,Cubiceps baxteri,69.32131,2.9297945,4.804719408268832
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (34).tif,Test,Cubiceps baxteri,Cubiceps baxteri,73.40745,2.9605587,4.964703956246376
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (35).tif,Test,Cubiceps baxteri,Cubiceps baxteri,74.38281,2.9604495,4.954388861434112
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (36).tif,Test,Cubiceps baxteri,Cubiceps baxteri,71.50889,3.100826,4.938057088407775
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (4).tif,Test,Cubiceps baxteri,Cubiceps baxteri,31.485413,1.4003645,2.7776546823978423
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (5).tif,Test,Cubiceps baxteri,Cubiceps baxteri,31.998152,1.4781755,2.820700581073761
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (6).tif,Test,Cubiceps baxteri,Cubiceps baxteri,26.07341,1.2682793,2.68782094873632
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (7).tif,Test,Cubiceps baxteri,Cubiceps baxteri,25.676628,1.2510158,2.682082961797714
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (8).tif,Test,Cubiceps baxteri,Cubiceps baxteri,27.194689,1.3021666,2.656019639524718
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_L (9).tif,Test,Cubiceps baxteri,Cubiceps baxteri,27.840544,1.3898499,2.7349830687046053
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (1).tif,Test,Cubiceps baxteri,Cubiceps baxteri,58.45427,2.019663,3.6293637466430666
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (10).tif,Test,Cubiceps baxteri,Cubiceps baxteri,50.514442,1.5750942,3.4891282264157635
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (11).tif,Test,Cubiceps baxteri,Cubiceps baxteri,42.216625,1.4663317,2.8710035715775564
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (12).tif,Test,Cubiceps baxteri,Cubiceps baxteri,42.883854,1.529018,2.848586999177933
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (13).tif,Test,Cubiceps baxteri,Cubiceps baxteri,46.37564,1.5155813,3.029895017147064
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (14).tif,Test,Cubiceps baxteri,Cubiceps baxteri,42.65746,1.4795718,2.7963999203606944
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (15).tif,Test,Cubiceps baxteri,Cubiceps baxteri,45.563423,1.5358927,2.9238071767255165
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (16).tif,Test,Cubiceps baxteri,Cubiceps baxteri,47.000076,1.4932599,3.030506142206676
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (17).tif,Test,Cubiceps baxteri,Cubiceps baxteri,50.538578,1.6566209,3.3844690823554995
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (18).tif,Test,Cubiceps baxteri,Cubiceps baxteri,52.157887,1.6682478,3.3590231607632712
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (19).tif,Test,Cubiceps baxteri,Cubiceps baxteri,51.39702,1.7269685,3.4530409835057334
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (2).tif,Test,Cubiceps baxteri,Cubiceps baxteri,41.612206,1.8742379,3.448892936706543
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (20).tif,Test,Cubiceps baxteri,Cubiceps baxteri,52.28303,1.7674938,3.363781185860537
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (21).tif,Test,Cubiceps baxteri,Cubiceps baxteri,59.25967,1.7776403,3.9389784145355224
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (22).tif,Test,Cubiceps baxteri,Cubiceps baxteri,55.18374,1.7551063,3.5424838570519785
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (23).tif,Test,Cubiceps baxteri,Cubiceps baxteri,59.41915,1.8415956,4.0227163146597675
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (24).tif,Test,Cubiceps baxteri,Cubiceps baxteri,34.798893,1.4664286,2.832750757799797
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (25).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.18067,1.4741609,2.775996826405428
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (26).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.86101,1.6154325,2.923615743942745
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (27).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.846275,1.5921837,2.878839104885958
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (28).tif,Test,Cubiceps baxteri,Cubiceps baxteri,38.718563,1.7110595,2.9251671705918385
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (29).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.144493,1.7584771,3.2798565578460694
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (3).tif,Test,Cubiceps baxteri,Cubiceps baxteri,44.512127,1.7729237,3.4622694102689127
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (30).tif,Test,Cubiceps baxteri,Cubiceps baxteri,36.155186,1.7904695,3.299411102051638
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (31).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.25794,1.7665187,3.304387566561602
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (32).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.047634,1.7164162,3.3080589289992055
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (33).tif,Test,Cubiceps baxteri,Cubiceps baxteri,34.331005,1.7302479,3.218465284819506
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (34).tif,Test,Cubiceps baxteri,Cubiceps baxteri,34.51228,1.7206974,3.2490411336373315
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (35).tif,Test,Cubiceps baxteri,Cubiceps baxteri,36.61677,1.8152301,3.3592504910394054
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (36).tif,Test,Cubiceps baxteri,Cubiceps baxteri,34.138687,1.7097952,3.2190239729016024
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (37).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.570564,1.7810661,3.307483626008034
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (4).tif,Test,Cubiceps baxteri,Cubiceps baxteri,102.832634,2.7094703,7.050289633141213
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (5).tif,Test,Cubiceps baxteri,Cubiceps baxteri,47.88207,2.133926,3.483521174902819
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (6).tif,Test,Cubiceps baxteri,Cubiceps baxteri,37.774307,1.5672861,2.866603747980247
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (7).tif,Test,Cubiceps baxteri,Cubiceps baxteri,35.359894,1.5094326,2.688909456597023
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (8).tif,Test,Cubiceps baxteri,Cubiceps baxteri,38.041378,1.5667932,2.764994010925293
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_10_R (9).tif,Test,Cubiceps baxteri,Cubiceps baxteri,37.627678,1.5391793,2.7658152578932573
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (1).tif,Test,Cubiceps baxteri,Cubiceps baxteri,44.958557,1.9346235,3.2125941641282068
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (10).tif,Test,Cubiceps baxteri,Cubiceps baxteri,31.034948,1.4622619,2.4443383383750916
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (11).tif,Test,Cubiceps baxteri,Cubiceps baxteri,31.19724,1.4430888,2.2669288999985677
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (12).tif,Test,Cubiceps baxteri,Cubiceps baxteri,32.694252,1.5700669,2.3148572754859926
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (13).tif,Test,Cubiceps baxteri,Cubiceps baxteri,32.390842,1.5471554,2.3140309083461763
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (14).tif,Test,Cubiceps baxteri,Cubiceps baxteri,33.420002,1.610921,2.289680110216141
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (15).tif,Test,Cubiceps baxteri,Cubiceps baxteri,33.300865,1.5478142,2.3035539273002406
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (16).tif,Test,Cubiceps baxteri,Cubiceps baxteri,32.45255,1.547999,2.274323579820891
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (17).tif,Test,Cubiceps baxteri,Cubiceps baxteri,34.42088,1.5913528,2.341154910326004
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (18).tif,Test,Cubiceps baxteri,Cubiceps baxteri,31.070759,1.5318198,2.250125387907028
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (19).tif,Test,Cubiceps baxteri,Cubiceps baxteri,32.386513,1.6151377,2.34802878536428
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (2).tif,Test,Cubiceps baxteri,Cubiceps baxteri,31.651154,1.4542098,2.444060860428115
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (20).tif,Test,Cubiceps baxteri,Cubiceps baxteri,32.34583,1.5839884,2.315971225018404
/home/reshma/Otolith/otolith_Final/model_data/test/Cubiceps baxteri/Cubiceps baxteri_Sp_9_L (21).tif,Test,Cubiceps baxteri,Cubiceps baxteri,144.01514,4.4297404,11.186652635709892
